Var1,pca_input1,pca_input2,pca_input3,pca_input4,pca_input5,pca_input6,pca_input7,pca_input8,pca_input9,pca_input10,pca_input11,pca_input12,pca_input13
1,1.73412224038425,-0.374947362675282,-1.64390952469731,-1.54244000607998,-1.64205614194994,10.8809893909439,9.68936122405562,6.98336894775474,16.4627839630469,23.9743079537338,0.206979490729026,1.01015896473602,0.228375989754471
1,2.00725616906492,1.60140930712725,-0.461990798486868,-0.434350199373095,-0.602369273041111,6.08010788736548,8.5099121412129,9.69176106588166,6.69779554154045,6.26915668821536,0.20033029301509,0.937683113472992,0.331214986431775
1,0.751175039838419,-0.346191583357613,-1.61946479296043,-1.64210723745857,-1.6332242409057,10.1856962926856,5.53844911547007,8.26030012405935,17.1633736587198,16.6572841807742,0.13724884992062,0.937113558898592,0.134106987807631
1,1.84102419698256,-0.0403971676441237,-1.71518691816578,-1.68771146201731,-1.67079021035577,10.2851385555258,3.56011497070687,5.47297801677414,15.5727848475145,14.3202572407712,0.151694244155292,0.846573477766038,0.103925110762281
1,2.04479853138031,-0.244798669242077,-1.72017990674686,-1.68903492426737,-1.69437357999809,10.0748103145361,4.66057187827397,5.91214752624569,16.4288458737729,23.1978347024829,0.172646505851771,0.927694994939345,0.129001359161211
1,0.34333560479794,-0.267566409280723,-1.62768428018566,-1.70046517600413,-1.65266896856389,10.2804890133702,4.94387100004807,10.3125572584739,17.301700413812,19.6468827043885,0.193982747875565,0.854573338323516,0.154487623017316
1,-0.165134555515994,-0.263636967637415,-1.65171718149102,-1.66316594762298,-1.6601995912351,9.91063648796968,9.75156516954145,7.61882613188587,15.0734635145869,28.4633587388712,0.0986606143213452,0.674598327255959,0.158663457324784
1,2.05003936167283,-0.284993873522194,-1.69703271341454,-1.63335048202368,-1.69570667027281,10.4541060411279,10.2514888311803,20.418300045405,20.143670019648,21.6558708941951,0.12180330752247,0.898654735655104,0.114655623941208
1,1.85235167593962,-0.161579041799506,-1.63871433316783,-1.63917310330073,-1.62070168382162,10.2590799257116,5.98447604125642,5.75669478813329,15.1365874314446,25.7523988496534,0.156611241619701,0.93732830091495,0.121682732012844
1,1.87276117452579,0.00958598016679961,-1.73434717164801,-1.70013063665926,-1.69032411018149,8.12559865115229,7.46152924035356,10.5013841834037,12.5882928262362,29.4511815216853,0.127059924440308,0.896913960620307,0.0989098085829782
1,1.92355116655647,-0.20117698940664,-1.74372939970707,-1.67988608765262,-1.70006626495704,9.15850430582828,7.77144444985675,12.80352422414,14.7317091952683,31.5933463704578,0.13156398909655,0.880196123790929,0.111530095534371
1,1.96630539741987,-0.219012117009221,-1.67573623646208,-1.6978206209323,-1.70619314513717,9.62573620433705,7.69929021192485,12.2483980917487,22.6946361862866,24.0677338765719,0.160859519809496,0.903517744686814,0.159981324948221
1,2.02369089427157,0.0250105428790041,-1.76486369849575,-1.71542742876187,-1.7192834428079,9.97050841754436,4.74219064283831,11.0495711797252,9.12955843451929,10.9693017733741,0.138452282912799,0.571710155247595,0.102300313945716
1,2.08942461845672,-0.23408198040872,-1.68434433961911,-1.69134182642329,-1.69206940196631,10.6635743107786,4.60030332670297,10.4213555338445,13.6322121940031,12.308061264595,0.170388749136852,0.572779029544279,0.136046823372298
1,1.85473382368155,-0.542489062333489,-1.69246606233401,-1.72294521798865,-1.69647302411425,6.70012652875901,7.13817122042425,5.98253271402828,14.3429749435938,22.2830627096216,0.16690326342975,0.902515182989229,0.122707066466838
1,1.82734027201635,-0.263356231124439,-1.57604099457752,-1.63497090560191,-1.60910863439414,8.7103822964263,7.27211942491545,10.3519462275301,12.9201483179621,17.9806097110581,0.174554999424245,0.92879572468773,0.130074831563464
1,1.85750391035738,-0.151754945882283,-1.62624956242215,-1.66456935873352,-1.60403721964405,7.65860646588726,6.88780519941703,8.34712037798971,15.8774375532015,20.1038004043433,0.163914275676774,0.90583345837458,0.150979720246443
1,1.87348758123134,-0.210658442357181,-1.63859105333169,-1.62764755216969,-1.5502959309023,8.64959025127349,13.3277119933147,6.67867136208922,21.2756001746296,17.2700843643999,0.172716916698477,0.87153099639782,0.129026039733472
