Var1,pca_input1,pca_input2,pca_input3,pca_input4,pca_input5,pca_input6,pca_input7,pca_input8,pca_input9,pca_input10,pca_input11,pca_input12,pca_input13
1,1.836914,0.217438928352131,-1.53154545770623,-1.54475950088034,-1.53088299606374,5.81448174830713,2.05362881367296,1.3593476696403,2.79362628604596,3.15883853173365,0.257316116862531,0.99171711014408,1.84990177619251
1,0.101002552409234,0.128068210967854,1.90752048669476,1.7733098466819,1.78207524683038,9.84749598238448,1.69397910771984,2.19683566898431,3.40715359973305,4.42080063572986,0.102425913687875,0.780701181828703,0.54485311000636
1,0.586248498406389,0.0853274028533589,2.15195879142568,1.4986525871964,1.83941535374882,9.82330992190576,2.02699177407653,3.82781581493199,4.5132654716282,5.00868810385905,0.235950966225908,1.07248503672216,0.546295521215097
1,1.02512005426602,0.163894277597332,0.984320617521576,1.21981232780462,2.00137618614276,9.7579556918167,2.67841614456721,2.45392321200864,5.23574669729742,7.48912254685014,0.277494529204343,1.09644497794964,0.599118129762434
1,-0.00506224244909612,0.165269795587088,1.38816350240438,1.89396579542527,1.88941636729964,9.67200029215123,2.0216222500109,3.12423903778462,4.58494701500844,7.78934612425705,0.258210035488898,1.10782154621028,0.585197971099113
1,0.207486240000743,0.364998926689449,1.51229782233885,2.07305961931746,1.43059627310245,9.56684096194144,2.8322674892098,2.87795217049418,7.75157767952687,17.058722109232,0.238920386908581,1.0280165083853,0.557313052658652
1,0.177535990705813,0.297743885889615,1.19686895715251,2.03956147251957,1.57340733581878,9.28822483293662,2.66213382866811,2.56650667673769,4.47456580356517,7.15359441424227,0.253523399506105,1.05983098929436,0.58795343912539
1,0.952304304121091,0.448823260909568,1.3026211336112,1.98492203150497,1.49433627334039,9.33110376424213,1.83563755065953,2.53668732970693,4.07003899137396,6.82068465261624,0.254444828848952,1.07089626420924,0.569204264941864
1,0.243232595241964,0.559244875073566,1.30643131321656,1.9307284236274,1.46638607526626,9.37652702841522,2.6251293963967,2.51517135728796,4.0646942234853,8.05551390960416,0.257302500364223,0.88873864732234,0.287384191752112
1,0.289914183740996,0.631640985784069,1.44149905990052,2.07715932598231,1.378321728079,9.38027995414897,3.32317292069937,3.96451652844932,6.52253618317826,9.28533205137801,0.257232812192528,1.23442081182887,0.778864516583753
1,0.313980099966966,2.18723312653261,2.2207502524196,1.30353805021652,1.84803380251939,9.3197230907843,4.79356452648394,3.34274034939573,5.80853944075295,9.54736476275226,0.278228863210018,1.2193128877657,0.77670202642155
1,0.325954469980564,2.12828329674633,1.85684270215961,1.77975704185221,1.66841342846678,9.43047314345175,3.44837705998432,4.1702882811415,4.90563119193691,5.03034271457591,0.278895518860735,1.12307604754211,0.610821848388242
1,0.489083977628294,2.11863906376736,1.80588816555843,1.59848809887749,1.7594883498654,9.22834007873444,3.27374270588692,3.07514580778383,5.18148879058486,8.54781945242787,0.276786991859025,1.10332076892873,0.609828722630103
1,0.704350057029853,1.94971088438804,1.52912285246925,1.90028528740935,1.33605245936712,9.31812816419821,2.69056321887864,3.44206712412128,5.75212626093509,8.65272010511095,0.271290591303658,1.13683167056974,0.612760768811837
1,0.341862120500911,1.96801741204985,1.73248898676463,1.75917292674973,1.72329238734636,9.49477117645848,3.81928743638642,3.17941750202359,5.46928180644048,11.672151919624,0.276514714378355,1.11686040426358,0.616766308675348
1,0.442929601464379,1.63829363825181,1.43705226412716,1.95204533452638,1.43915026089983,9.18577466254425,3.83915751627653,3.59649587914343,5.28122186125769,6.87149119946667,0.275205054860342,1.0885351672112,0.612492440840299
1,0.609490920851661,1.28404065898786,1.28635576449513,2.00509719699678,1.39433267668538,9.08859677322313,2.68652029665659,3.87298334620742,4.96728427246501,6.79033840483476,0.277511619714719,1.07828287165468,0.628069465501238
1,0.32154981860183,1.53438462981525,1.72638008504762,1.74453481350483,1.52311522399496,9.22790577371097,2.80139716694305,2.94145778705789,4.32636005255548,12.480419446686,0.271436548365037,1.09205756228948,0.605058636344418
1,0.357888373799206,2.16031142627011,2.06566829274228,1.41819126167276,1.94415129075437,9.341112678532,2.38655655158495,5.86070184252334,8.56560361080241,13.8131947002164,0.299890771109607,1.08036979781414,0.624316029276306
1,-1.9560546,-1.98853656901122,0.4238282,0.4238282,0.4238282,14.146246,2.96721213028104,2.96721213028104,0.989070710093681,0,0.0118068761324262,1.04448279833411,0.32331219587602
1,-1.9560546,-2.00927016937379,0.4238282,0.4238282,0.424001982743389,14.146246,3.36219390072717,2.80527453511975,1.08347267777192,1.12288448436043,0.0162994489405559,1.04274114927401,0.367061108011693
1,-1.89022742157146,-1.9713231453141,0.6240428822973,0.539500224960008,0.466863694722539,14.1176820547067,8.43646330185098,10.2363376602988,15.8669741779968,11.1189223750599,0.207638093175693,1.0233158264766,0.984946981065563
1,-1.84723382768441,-2.0054770939595,0.678960546726908,0.643848545601911,0.528866966132492,13.7394630507361,10.7339364309813,12.0785472780391,19.1589461451121,16.4462233010976,0.203383052112333,1.02749447857513,0.846031092441756
1,-1.44432281753264,-1.98073459660771,0.664839076519411,0.640440294185485,0.551328979241418,13.7130197577701,10.9355821299892,10.3388250951366,22.2368671550101,13.3114857237618,0.198024088471387,0.0757505427619942,0.851418421353987
1,-1.97948743034462,-2.02123472240735,0.591653073434491,0.535230166460182,0.520351520389806,13.9948969035824,10.2808390792733,10.2966858323654,15.1936771746328,11.8303221316721,0.18156394181784,1.03302698232776,0.906379931853954
1,-2.03909237168767,-2.04064309548447,0.666615396757332,0.663531499815412,0.632210729613885,12.2747627641027,9.72558258006887,14.1874102180649,24.802699712803,17.8008304642618,0.179911150353075,1.0339961747417,0.842389782552309
1,-1.78777836786014,-2.00268375480983,0.645768915260014,0.595155352042861,0.526492386844398,13.5679284846626,8.23565947307936,11.9127261144652,22.1663670024422,15.5689211041686,0.224455926222835,1.02971690850537,0.910958001905423
1,-1.10743627254891,-2.00938094844077,0.706261314468435,0.685443838518807,0.621083777756921,13.3625644470956,12.93293739122,10.8487627024428,14.1981321490448,12.8562284008823,0.248354688683094,1.02726214528193,0.954383816231946
1,-1.74017185019312,-1.99433613797966,0.663239568254235,0.599947277579476,0.507319617156913,13.6807930372317,20.5124564488317,17.788002796218,25.1664027244053,21.7455642653253,0.222263527315831,1.03081505301678,0.983032221995267
1,-1.40575127710605,-1.99417169372851,0.707640192764417,0.68323400639277,0.603983315967089,13.5065534089974,10.0822702757387,15.0744529066491,25.6379474183501,17.9019066266575,0.21299362330995,1.0298693767543,0.869979165101909
1,-1.8871852109244,-2.00929029772238,0.59666431333071,0.537440797341113,0.436789728546974,14.1203206258691,10.345131179953,9.47422131709078,12.3023504293674,12.4690922231558,0.194029435214734,1.03217146241281,0.908271758276505
1,-1.94710428009409,-1.99806460805691,0.56116344641674,0.537617751342834,0.528854280542255,14.0120692190544,9.5234264933328,10.3535333183369,17.4791801618507,11.4569136142862,0.181082314397838,1.03387013387002,0.847541967317908
1,-1.3887521271353,-2.05923118305272,0.637950486963421,0.626797675496357,0.579391551170497,13.5174930393875,9.69760167571702,10.8697826065218,17.2752650517639,10.323043029616,0.207751148891709,1.44182319275112,0.927411909118932
1,-1.99142742190805,-2.00053350295131,0.549064579334524,0.485446943374209,0.492187461297185,14.1232549792102,8.9467020885279,12.3701955979053,19.7693218638506,14.2691518897296,0.198380511692034,1.04095755558318,0.912996924713335
1,-1.97963510317829,-2.02741806862406,0.404094189058629,0.456865786333961,0.675544627855035,14.3191604225539,10.7359615109788,11.1958843369765,23.4089354920202,11.5617435122683,0.196285474866384,1.03783505517553,0.734528503238148
1,-1.65688381292608,-2.03196333525137,0.654318586101527,0.598904908889633,0.548532704760368,13.6257691151232,9.5519176312813,10.3335670847802,18.6057494620206,11,0.196964134095894,1.03713718451901,0.796074638843693
1,-1.99844514614828,-2.01516331578003,0.608289219980483,0.594874278456312,0.513312170231245,13.88129752907,8.97823455096679,15.9018730097241,24.2482630485065,15.9925254279997,0.189141230529641,1.03445114534397,0.823122332284245
1,-1.59127667178687,-2.03452335285475,0.687766653693358,0.651372718029715,0.607148105985035,13.3211639764578,12.9614813968157,8.82560504145898,17,10.4548719660303,0.236736064780067,1.03250769700531,0.876322002536773
