PC1,PC2,PC3,PC4,PC5,Class
4.3528708516718,2.53949038676326,1.37490824797187,-1.79092564226176,3.69006935457739,0
4.13931578573313,2.60702123919803,1.46477521062099,-1.60693404543603,4.15177497150139,0
3.51362999857484,2.70961600080005,1.47510500308675,-1.18060963460103,5.46954874778696,0
11.5057387827499,6.70768592088231,2.30129568849553,-3.97794770500414,4.08327880786893,0
13.4352403508327,4.40176253338283,2.88332470488421,-1.44276556271421,4.21542352448149,0
11.6853910192544,1.79244134628398,1.31649640224487,-5.82906265162351,2.6246435015223,0
14.0574727467953,-0.985211125061892,3.56821711192109,-1.39167724040815,3.03665599338459,0
2.19190200763263,3.54531223019443,2.99301288785506,-0.654150670718672,3.73825544255484,1
14.0294111006883,3.1443005765887,3.5687039120872,-2.56230861581571,4.42600488812126,0
15.5884880126913,1.4735872495906,-1.60637427368856,0.060358083142214,3.2164946316152,0
12.845087852744,2.31810289790386,2.52175385505928,-0.484719572129286,2.3278344238018,0
5.63888223500201,2.67191937635295,1.91216521408957,-2.86400231624169,6.40599922342587,0
14.6463188588015,7.25025425285601,0.123421317270583,-2.66176657596522,4.53227059546493,0
2.21794208620931,3.54625577281819,2.98866770966921,-0.675175935491788,3.66580922654348,1
14.5543890015767,1.56811358593383,-0.397578713192853,-4.84828771981958,3.154899066023,0
4.47166768018683,2.29371696260305,1.441455955585,-1.31557263484762,3.91339838201735,0
16.1194625255346,2.2579894808991,5.8121626727939,-1.11845865945688,4.53602534345128,0
4.25540225509771,2.40496825643346,1.51470087543455,-1.09540610930498,4.48375602237112,0
3.64887554695668,2.75489037226102,2.13822211318632,-1.26480982687281,3.44094801757685,0
14.3619512938426,6.58681834490652,1.93722201148723,-1.23331277239362,4.31597718186198,0
15.8282636263011,3.05489183916803,2.99629321819745,-1.75340988792403,4.65097547868624,0
3.02937480293031,3.84841192836242,0.99701444411576,-0.310801002334215,4.8871589962489,0
4.58943880585573,2.30598928869496,1.42643170569784,-1.42441388130025,3.56533630889724,0
14.7130172055558,-1.84931901061809,0.794702865263215,-6.34290034096634,4.19012995855769,0
3.4974557502546,2.63075667294132,1.28236293208265,-1.26994247940035,5.57088465441553,0
0.503780575072694,-0.40991764220667,0.208911300722263,0.12545139530347,0.078739368452842,0
11.2119599573149,7.08111421028408,3.47491660878714,-3.4999178943397,3.74612756697216,0
17.6557474643233,5.2249379189889,-3.75157113107053,0.437999934609372,5.12808634149202,0
15.5045651531149,1.94491449312843,4.4843564020151,-2.36675609094522,4.80994014776178,0
11.4816602862131,3.14550935485257,1.09657069001606,-4.52247489995062,1.98056431778949,0
14.733654554234,1.03545033619783,0.229356290204645,-0.594147507363154,3.14659648929181,0
3.27482332075376,2.70472435971282,1.53472250784422,-1.21717229622782,5.53292110998968,0
13.1342259575343,4.5999205492353,2.60562984330445,-1.28298231107254,3.68657766964532,0
17.7631784220975,3.17279899035022,2.74868529992543,1.99691033612111,4.63281686785467,0
5.67043872158919,2.46448655785247,2.0177790435996,-3.24356971336915,6.32367989095545,0
2.20779564352395,3.54172415061183,2.98902760726797,-0.670014659808938,3.69172732488741,1
3.77647814856094,2.72182936950157,2.10652210753772,-1.3955903011411,3.078448139777,0
17.0658851101797,1.72314629920246,5.62631140474011,-0.960891581746606,4.79464114501343,0
13.3025498629332,7.26492703905931,0.847314463738592,-3.13361492238983,4.18165830864623,0
3.03526354547586,3.85118612220518,0.996721987356865,-0.318066274748365,4.86161494051034,0
11.1435021290267,2.4842838386267,1.42018694214539,-5.11764357358806,2.2671108519469,0
11.9078915441516,7.32305839823545,1.68655021617235,-2.86053959848111,4.09321765932887,0
3.0452179329269,3.84586179061336,0.992730672940079,-0.331872922431642,4.82289365498154,0
12.6568626333543,1.1964852109095,1.39936305428067,-5.55192899362604,2.89613788191253,0
2.1812513482513,3.55573771347115,2.99838252938176,-0.638127411878744,3.77403178039686,1
3.74014144508307,2.56509842065728,1.42785253576161,-1.43389921022754,4.52962515000408,1
4.55682236492895,2.28691986827474,1.42678151091034,-1.40017688530928,3.67521610056086,0
15.1925953055832,3.1581627428256,4.26605555366434,-1.93947063216898,4.30814603150892,0
3.53223075507383,2.72529890263678,2.1447975401084,-1.17123264618558,3.7495309742163,0
2.23308645179187,3.54802000636398,2.98754520530762,-0.688930916812336,3.62776296240755,1
14.4042134706431,6.9484273006983,0.78359996324994,-1.73991252712114,4.3442877141704,0
23.8645106619156,0.734120665679071,-2.1430348140819,2.61644208173835,5.38181391432095,0
12.4309166227845,2.23925381195932,-0.537198862987857,-1.02426615793145,2.341028692218,0
11.4245971400608,6.99517132137841,3.51671437138701,-2.9898610213477,3.89654884914958,0
6.05634915602165,1.8544194348542,1.63626400200725,-2.11126688673644,6.08557641182539,0
6.85825975246178,2.56519143912537,2.13090675531107,-3.86097282615099,7.40738351689058,0
2.23153053387289,3.5403279438788,2.98473103160702,-0.693490831805177,3.62194490746153,1
20.4070128284836,3.27823001323501,-2.16416096166634,0.911259294054816,5.77818536363764,0
2.23785418723954,3.53735975404238,2.98204202549152,-0.699082960922158,3.60137652681868,1
3.97003721221937,2.49490868999535,1.27682869432987,-1.90560195711862,4.4426680432047,0
12.5977202452718,6.72122480603272,3.39347694558468,-2.71449314210373,3.69260158162211,0
5.51645108471441,2.67658203460353,2.20884935573336,-3.02965334308623,6.32834980879157,0
16.6912210724481,3.1770426736059,2.63693862199109,-1.48548967764961,4.70352154600637,0
16.5915953497387,-1.43113273178207,5.42599410449881,1.94091720587209,2.65172503306015,0
3.51013743221893,2.76581115501254,2.16429745736963,-1.13148938282466,3.83822118563613,0
4.61286094848512,2.31454950611894,1.42629001505115,-1.44024051080054,3.51001266013224,0
13.2736767779865,7.10886791112428,1.09189510202712,-2.62668578389885,4.21479538012345,0
14.2065865863274,1.5716228792293,2.27489365326601,-4.18222904402226,2.80511691785202,0
2.9706803260015,3.86475133375379,1.01398097517332,-0.254441579754203,5.06172583840023,0
12.5440576292594,4.82205248396211,1.76747302078312,-1.64987449896166,3.84176893167981,0
3.60888609096116,2.72699975627348,2.13311905728834,-1.24238753566968,3.52969993050645,0
15.7958545186068,1.9912090619338,0.935352881880595,-0.164283278899115,3.32767939731836,0
2.93848599104995,3.85603285126333,1.01573949411976,-0.223760697290646,5.1589961594285,0
13.3770619709501,6.28032424094559,1.92754400481747,-2.79674897452076,4.42392431168678,0
13.8396777691194,0.935554860044325,0.172361768882734,-5.98659628170979,3.34892148523997,0
26.4823201921133,-2.15735436352778,2.14001691463558,0.425882623069428,7.58004518691196,0
4.64763514573697,2.30681084521684,1.4177824680504,-1.47997734099817,3.39870435998359,0
3.86121500889786,2.52163809185061,1.52723719181309,-1.78340832089193,4.32401665100011,0
3.66730075803923,2.48008924115214,1.48408984651066,-1.50806359207506,4.65158936927005,1
3.80487580405076,2.70312075326052,2.09412719147217,-1.42722640424443,2.98938238660484,0
16.6306778939407,2.70022743536473,2.80305988048594,-1.92757180652993,4.77546350968518,0
3.029117954215,3.84883584702508,0.998124750969064,-0.31337952023704,4.88929582895926,0
3.34910349374198,2.67032031327502,1.47853590643978,-1.2177249478395,5.46340097729278,0
4.62433924035644,2.30554240949725,1.4203282939333,-1.45610751866917,3.4646569901809,0
16.2587362128109,-1.35886202021129,0.951541960501797,-1.25387192818981,3.73344066853634,0
2.91688237483729,3.87153676861606,1.02689515840417,-0.203245570487387,5.22898002534022,0
6.46835506909169,-0.0320010242762342,2.05397736636204,-2.58428054887544,5.3467566632969,0
14.7734366573538,6.04841260604183,4.66190819281994,-1.0254537699709,3.90478236067737,0
7.54633814180561,0.650720726951642,1.71336326855505,-4.51729166468881,7.61855093947759,0
2.98292871772818,3.85647010378661,1.00791634156594,-0.26740746662904,5.01946337660132,0
15.710842579636,1.61216007962967,-0.852220319501836,0.527615791588552,3.61053760425752,0
2.22009573690811,3.53456562931663,2.98445414840645,-0.685358791525455,3.65281922176676,1
4.12786465078009,2.58646633346706,1.27198606879093,-1.56866767840868,3.91490816117733,0
3.71763450747839,2.57135684058565,1.83004931164337,-1.18769307033736,4.56842010872326,1
6.36515968605949,-0.496114209748176,1.80175909105249,-3.08937697509841,5.86760823520826,0
12.0703229282536,2.13275792057904,1.12268204257582,-5.45402900629011,2.56090352599669,0
13.6119402275723,4.14157796665843,5.72383872191504,-1.42122314398366,3.71619241382595,0
14.3408742793978,4.46767461019353,1.28424634992883,-0.821569193829584,4.05112619053738,0
18.8819261277553,3.82495734390556,-1.08065577137258,1.11515192243261,5.32949632433817,0
10.8323097928024,6.70989573022662,3.04900133036964,-4.17836056738397,3.93806629927221,0
12.13428621173,2.59398305619845,1.11014110787269,-4.48114985995017,2.2735258161419,0
0.150455187070695,-0.233982505657584,0.0725688058545022,-0.0865378881757677,0.0471034019146817,0
4.6320121069056,2.31149186434636,1.42186210865018,-1.46297502129945,3.44454864670039,0
16.0843261279917,1.61218928201664,8.29332082135874,-1.03697499056574,3.99803294398881,0
5.68256120630504,0.239104597382946,0.939322579336532,-3.09695947515975,6.01236119221946,0
2.24977468038594,3.54187811878663,2.98152516585347,-0.708188814906294,3.56655356276462,1
13.4716524100995,7.43281029169088,0.11498056441427,-2.27253218375767,4.65299809495802,0
2.99090024561323,3.85912047837173,1.00891578397189,-0.272541445793551,5.01107944800912,0
13.3485531751345,2.0488063384519,1.99907427650194,-4.18146100808229,2.49373620817099,0
15.7610249150793,2.50818998132524,2.85354417845059,-2.09659961694408,5.14842154988238,0
14.079942086292,0.43711123306633,0.733228363002173,-5.20366155972585,3.34844220193263,0
13.6396225726937,7.40976010408506,0.862551481435557,-2.2223540443693,3.99879493128851,0
11.2869833800377,6.90383726282967,3.15115423568588,-3.87340642925258,3.74433668678917,0
14.5035984858518,4.00343795939944,0.765181799373948,-2.74759441198717,4.42160518204634,0
11.7211964153397,6.56312646648983,1.95246087727221,-4.54294916784254,4.37075207524473,0
3.56238172362868,2.73138581023993,2.14185506168829,-1.19122566035217,3.6741348166093,0
4.67255602286803,2.29004800828292,1.4073444462428,-1.50364825394578,3.33443770180522,0
3.62374506629465,2.72983343124324,2.13154149295217,-1.25176727368616,3.49310631107377,0
16.6481341074438,1.83971818495884,8.55015409949176,0.395548778853014,3.89454463328459,0
15.9781825224311,-0.621292872853894,-0.240923599461844,-1.32577184577444,3.65049290481046,0
15.2482465213783,2.64795422577379,-1.7209933825615,1.05594673037614,2.68143713111558,0
16.4212322598629,1.84231611306132,-2.33254735607661,0.493501200054042,3.32174616540552,0
5.77253490224896,-0.452402394554532,1.45448006136401,-3.79199793495906,5.55626946950906,0
22.302266027642,-1.29382261908713,4.18148140271251,-2.29279388504173,6.79575924250157,0
15.7953160677889,3.2952689232801,2.57999492319935,-0.315798464450809,4.42520853439985,0
15.4182037919207,4.22542053248518,1.51168929156966,0.138105587686783,4.13669497181725,0
12.1244484143127,2.43538365999147,1.21134213621095,-4.01016159326992,2.29011882127,0
16.7392056514804,1.02771276919501,1.10202277897115,2.56455547992769,3.18053591375037,0
3.73341691234753,2.71322691476995,2.10893329766912,-1.36153792207737,3.18246270979697,0
